factor_id,store_id,factor_date,is_holiday,temp_c,rainfall_mm,trend_index,cpi_index
F000002424,ST0016,2024-09-29,False,28.96,17.36,103.93,107.12
F000002425,ST0016,2024-10-06,False,29.15,18.84,101.93,107.6
F000002426,ST0016,2024-10-13,False,25.94,17.14,102.71,109.16
F000002427,ST0016,2024-10-20,False,29.09,19.61,102.15,108.62
F000002428,ST0016,2024-10-27,False,24.78,15.36,102.65,107.45
F000002429,ST0016,2024-11-03,False,25.23,13.11,104.44,108.88
F000002430,ST0016,2024-11-10,False,24.18,16.87,102.33,107.34
F000002431,ST0016,2024-11-17,False,22.98,19.28,102.96,108.97
F000002432,ST0016,2024-11-24,False,23.71,13.27,104.82,108.96
F000002433,ST0016,2024-12-01,False,23.32,10.61,104.29,108.36
F000002434,ST0016,2024-12-08,True,20.17,11.56,105.88,109.44
F000002435,ST0016,2024-12-15,True,22.35,9.3,105.54,108.43
F000002436,ST0016,2024-12-22,False,22.35,7.88,104.17,110.15
F000002437,ST0016,2024-12-29,False,23.09,6.71,104.75,108.48
F000002438,ST0016,2025-01-05,False,21.5,4.52,105.38,109.05
F000002439,ST0016,2025-01-12,False,19.84,5.85,104.35,108.47
F000002440,ST0016,2025-01-19,False,20.2,3.17,103.93,110.01
F000002441,ST0016,2025-01-26,False,21.4,9.61,104.32,108.67
F000002442,ST0016,2025-02-02,False,22.51,3.62,103.96,109.21
F000002443,ST0016,2025-02-09,False,19.12,7.5,103.35,111.27
F000002444,ST0016,2025-02-16,False,20.86,4.26,106.11,109.94
F000002445,ST0016,2025-02-23,False,21.48,8.97,105.12,111.34
F000002446,ST0016,2025-03-02,False,24.97,6.33,103.16,110.66
F000002447,ST0016,2025-03-09,False,20.86,3.28,101.6,110.91
F000002448,ST0016,2025-03-16,False,21.44,6.28,106.41,111.62
F000002449,ST0016,2025-03-23,False,24.93,4.64,104.66,111.24
F000002450,ST0016,2025-03-30,False,27.19,3.79,102.88,110.25
F000002451,ST0016,2025-04-06,True,24.84,3.38,106.28,109.41
F000002452,ST0016,2025-04-13,False,26.36,5.94,105.78,110.01
F000002453,ST0016,2025-04-20,False,27.15,8.65,107.0,111.19
F000002454,ST0016,2025-04-27,False,27.63,6.29,102.42,109.78
F000002455,ST0016,2025-05-04,True,29.27,6.13,105.99,110.46
F000002456,ST0016,2025-05-11,False,28.44,5.67,103.32,108.84
F000002457,ST0016,2025-05-18,True,29.88,6.33,107.34,110.86
F000002458,ST0016,2025-05-25,False,28.21,3.33,103.69,112.12
F000002459,ST0016,2025-06-01,False,30.45,8.02,104.52,109.96
F000002460,ST0016,2025-06-08,False,30.27,5.74,104.5,112.74
F000002461,ST0016,2025-06-15,False,31.84,5.15,105.82,111.34
F000002462,ST0016,2025-06-22,False,34.49,4.35,107.13,111.97
F000002463,ST0016,2025-06-29,False,31.35,3.33,106.23,112.77
F000002464,ST0016,2025-07-06,False,32.78,12.25,105.82,112.31
F000002465,ST0016,2025-07-13,False,34.16,6.46,104.24,112.71
F000002466,ST0016,2025-07-20,False,35.97,10.7,104.5,112.41
F000002467,ST0016,2025-07-27,False,33.12,9.17,104.03,111.17
F000002468,ST0016,2025-08-03,False,31.04,10.01,102.92,113.39
F000002469,ST0016,2025-08-10,False,32.6,12.48,106.15,113.09
F000002470,ST0016,2025-08-17,False,31.73,15.18,103.22,113.33
F000002471,ST0016,2025-08-24,False,33.49,13.26,104.06,113.39
F000002472,ST0016,2025-08-31,False,31.09,15.08,107.4,112.49
F000002473,ST0016,2025-09-07,False,30.03,16.35,106.89,111.61
F000002474,ST0016,2025-09-14,False,33.25,15.85,104.89,111.56
F000002475,ST0016,2025-09-21,False,28.28,16.83,105.51,113.41
F000002476,ST0016,2025-09-28,False,28.77,15.59,103.62,114.33
F000002477,ST0016,2025-10-05,False,29.69,16.03,104.93,112.24
F000002478,ST0016,2025-10-12,False,26.65,20.09,103.64,113.36
F000002479,ST0016,2025-10-19,False,28.62,14.95,105.64,114.18
F000002480,ST0016,2025-10-26,False,25.79,15.49,106.02,113.61
F000002481,ST0016,2025-11-02,False,27.83,21.83,106.01,112.16
F000002482,ST0016,2025-11-09,False,25.16,21.19,106.45,113.06
F000002483,ST0016,2025-11-16,True,22.42,12.12,107.54,113.19
F000002484,ST0016,2025-11-23,False,24.6,12.14,107.08,113.28
F000002485,ST0016,2025-11-30,True,25.47,11.51,105.77,115.16
F000002486,ST0016,2025-12-07,False,22.4,11.76,103.02,114.91
F000002487,ST0016,2025-12-14,False,21.2,11.24,107.67,114.74
F000002488,ST0016,2025-12-21,False,22.9,7.48,105.89,114.79
F000002489,ST0016,2025-12-28,False,22.32,6.03,108.04,116.39
F000002490,ST0016,2026-01-04,False,18.12,6.69,109.77,113.29
F000002491,ST0016,2026-01-11,False,20.76,4.18,107.68,113.24
F000002492,ST0016,2026-01-18,False,19.77,4.63,107.36,114.64
F000002493,ST0016,2026-01-25,False,20.92,3.48,105.82,114.43
F000002494,ST0016,2026-02-01,False,20.11,6.54,108.21,114.87
F000002495,ST0016,2026-02-08,False,19.26,3.53,105.73,114.29
F000002496,ST0016,2026-02-15,False,18.8,4.61,106.54,115.56
F000002497,ST0017,2023-02-26,False,23.06,7.89,99.09,99.83
F000002498,ST0017,2023-03-05,True,19.93,4.56,99.45,98.12
F000002499,ST0017,2023-03-12,False,20.21,6.14,100.46,100.29
F000002500,ST0017,2023-03-19,False,24.01,7.97,100.48,100.86
F000002501,ST0017,2023-03-26,False,23.58,6.8,101.76,99.38
F000002502,ST0017,2023-04-02,False,25.07,5.75,100.44,101.32
F000002503,ST0017,2023-04-09,False,24.93,4.0,101.94,99.84
F000002504,ST0017,2023-04-16,False,26.36,8.31,99.49,100.58
F000002505,ST0017,2023-04-23,True,25.93,5.17,102.54,99.75
F000002506,ST0017,2023-04-30,True,24.81,5.73,100.85,100.55
F000002507,ST0017,2023-05-07,False,28.07,7.14,100.48,100.07
F000002508,ST0017,2023-05-14,False,27.35,3.34,100.9,101.08
F000002509,ST0017,2023-05-21,True,29.89,4.67,100.6,101.13
F000002510,ST0017,2023-05-28,False,29.38,5.68,99.53,101.73
F000002511,ST0017,2023-06-04,True,30.56,4.84,103.16,102.04
F000002512,ST0017,2023-06-11,False,30.44,3.79,98.94,102.79
F000002513,ST0017,2023-06-18,False,33.22,4.07,100.56,103.05
F000002514,ST0017,2023-06-25,False,32.59,5.21,101.3,100.71
F000002515,ST0017,2023-07-02,False,30.5,5.39,100.28,101.85
F000002516,ST0017,2023-07-09,False,31.54,5.29,101.37,102.76
F000002517,ST0017,2023-07-16,False,35.22,10.11,102.6,101.97
F000002518,ST0017,2023-07-23,False,33.34,10.27,100.85,102.24
F000002519,ST0017,2023-07-30,False,32.59,14.96,103.33,102.45
F000002520,ST0017,2023-08-06,False,32.75,11.81,102.73,102.56
F000002521,ST0017,2023-08-13,False,32.87,11.06,100.48,104.05
F000002522,ST0017,2023-08-20,False,33.5,17.23,99.96,103.54
F000002523,ST0017,2023-08-27,False,30.18,12.86,101.75,102.22
F000002524,ST0017,2023-09-03,False,32.48,15.17,102.54,102.95
F000002525,ST0017,2023-09-10,False,29.58,18.5,101.06,104.13
F000002526,ST0017,2023-09-17,False,30.75,16.89,99.63,103.55
F000002527,ST0017,2023-09-24,False,28.6,16.0,100.83,104.04
F000002528,ST0017,2023-10-01,False,31.56,17.76,102.35,103.13
F000002529,ST0017,2023-10-08,False,26.92,15.67,103.66,103.81
F000002530,ST0017,2023-10-15,False,30.05,20.73,100.32,103.69
F000002531,ST0017,2023-10-22,False,26.32,14.95,98.64,103.35
F000002532,ST0017,2023-10-29,False,27.18,14.43,100.61,104.33
F000002533,ST0017,2023-11-05,False,24.22,15.56,102.93,103.21
F000002534,ST0017,2023-11-12,True,26.2,21.8,105.02,103.23
F000002535,ST0017,2023-11-19,False,23.99,12.18,102.22,103.0
F000002536,ST0017,2023-11-26,False,22.88,10.77,102.91,102.1
F000002537,ST0017,2023-12-03,False,20.96,8.95,102.24,103.66
F000002538,ST0017,2023-12-10,False,23.86,8.18,103.34,102.6
F000002539,ST0017,2023-12-17,False,23.88,6.91,102.35,104.36
F000002540,ST0017,2023-12-24,False,21.67,8.42,103.02,103.9
F000002541,ST0017,2023-12-31,False,20.02,4.24,102.97,103.66
F000002542,ST0017,2024-01-07,False,20.29,6.33,103.75,105.69
F000002543,ST0017,2024-01-14,False,19.97,5.54,103.28,105.8
F000002544,ST0017,2024-01-21,False,19.91,3.77,101.84,105.41
F000002545,ST0017,2024-01-28,False,22.58,4.63,103.47,105.38
F000002546,ST0017,2024-02-04,False,21.06,3.82,101.99,104.61
F000002547,ST0017,2024-02-11,False,24.48,4.41,100.43,104.12
F000002548,ST0017,2024-02-18,True,22.43,4.23,102.6,103.28
F000002549,ST0017,2024-02-25,False,21.24,5.45,101.53,107.15
F000002550,ST0017,2024-03-03,True,23.3,5.52,102.5,105.4
F000002551,ST0017,2024-03-10,False,24.46,3.38,101.48,106.17
F000002552,ST0017,2024-03-17,False,22.52,3.17,102.04,104.85
F000002553,ST0017,2024-03-24,False,24.63,5.38,102.73,106.79
F000002554,ST0017,2024-03-31,False,24.2,6.79,101.31,106.18
F000002555,ST0017,2024-04-07,False,24.69,3.11,102.57,105.19
F000002556,ST0017,2024-04-14,False,28.3,6.37,102.04,105.72
F000002557,ST0017,2024-04-21,False,28.65,3.3,103.65,106.57
F000002558,ST0017,2024-04-28,True,26.35,4.92,103.94,105.92
F000002559,ST0017,2024-05-05,False,30.64,6.44,103.28,105.81
F000002560,ST0017,2024-05-12,True,28.67,5.02,101.87,106.08
F000002561,ST0017,2024-05-19,False,27.82,3.11,102.27,106.07
F000002562,ST0017,2024-05-26,False,29.31,6.14,102.42,107.97
F000002563,ST0017,2024-06-02,False,28.85,8.12,103.33,107.14
F000002564,ST0017,2024-06-09,False,28.7,3.93,102.29,106.53
F000002565,ST0017,2024-06-16,False,32.69,3.92,101.95,105.99
F000002566,ST0017,2024-06-23,False,33.4,4.55,102.03,106.08
F000002567,ST0017,2024-06-30,False,33.57,5.11,102.97,107.32
F000002568,ST0017,2024-07-07,False,32.77,6.26,103.34,104.92
F000002569,ST0017,2024-07-14,False,34.15,7.75,102.53,106.41
F000002570,ST0017,2024-07-21,False,33.87,8.94,104.29,106.36
F000002571,ST0017,2024-07-28,False,34.75,10.99,101.54,106.82
F000002572,ST0017,2024-08-04,False,33.86,11.54,101.55,107.84
F000002573,ST0017,2024-08-11,False,31.62,11.1,105.04,106.71
F000002574,ST0017,2024-08-18,False,34.18,14.1,103.29,107.74
F000002575,ST0017,2024-08-25,True,30.96,15.06,107.92,106.91
F000002576,ST0017,2024-09-01,False,31.28,19.62,103.91,105.64
F000002577,ST0017,2024-09-08,False,30.44,14.16,102.62,108.87
F000002578,ST0017,2024-09-15,False,29.65,14.73,103.08,107.28
F000002579,ST0017,2024-09-22,False,33.18,19.13,102.92,108.03
F000002580,ST0017,2024-09-29,False,28.49,16.36,101.75,108.26
F000002581,ST0017,2024-10-06,False,26.71,17.05,103.59,107.79
F000002582,ST0017,2024-10-13,False,29.81,17.43,102.83,108.41
F000002583,ST0017,2024-10-20,False,26.81,16.21,102.08,107.94
F000002584,ST0017,2024-10-27,False,27.19,14.9,104.43,109.0
F000002585,ST0017,2024-11-03,False,27.0,16.69,104.39,108.06
F000002586,ST0017,2024-11-10,False,24.64,12.81,106.06,108.73
F000002587,ST0017,2024-11-17,False,24.87,17.26,103.91,107.87
F000002588,ST0017,2024-11-24,False,22.5,14.93,102.89,108.79
F000002589,ST0017,2024-12-01,False,24.21,10.38,103.82,108.42
F000002590,ST0017,2024-12-08,False,22.29,13.96,103.59,109.13
F000002591,ST0017,2024-12-15,False,20.71,7.19,105.82,108.43
F000002592,ST0017,2024-12-22,False,22.56,5.49,102.32,109.78
F000002593,ST0017,2024-12-29,True,18.14,7.17,107.7,110.7
F000002594,ST0017,2025-01-05,False,21.99,3.29,104.02,109.36
F000002595,ST0017,2025-01-12,False,20.63,8.96,103.92,110.42
F000002596,ST0017,2025-01-19,False,22.23,3.46,103.92,108.53
F000002597,ST0017,2025-01-26,False,21.3,6.65,103.66,107.86
F000002598,ST0017,2025-02-02,False,19.21,4.49,104.24,110.3
F000002599,ST0017,2025-02-09,False,23.25,3.58,104.18,110.7
F000002600,ST0017,2025-02-16,False,20.33,4.25,101.7,108.58
F000002601,ST0017,2025-02-23,False,23.0,3.91,104.96,110.39
F000002602,ST0017,2025-03-02,False,21.1,3.83,104.4,109.35
F000002603,ST0017,2025-03-09,False,23.05,9.65,103.12,110.71
F000002604,ST0017,2025-03-16,False,23.77,5.24,105.38,111.14
F000002605,ST0017,2025-03-23,False,26.94,6.7,103.67,110.56
F000002606,ST0017,2025-03-30,True,24.33,3.32,106.43,110.89
F000002607,ST0017,2025-04-06,False,24.74,6.55,104.02,111.51
F000002608,ST0017,2025-04-13,False,25.74,5.27,104.82,111.29
F000002609,ST0017,2025-04-20,False,26.26,5.19,104.87,109.07
F000002610,ST0017,2025-04-27,False,26.69,3.66,104.75,109.6
F000002611,ST0017,2025-05-04,False,28.28,5.26,104.07,110.22
F000002612,ST0017,2025-05-11,True,32.04,5.27,105.78,109.95
F000002613,ST0017,2025-05-18,False,29.43,6.97,104.62,112.59
F000002614,ST0017,2025-05-25,False,30.37,3.9,103.38,111.11
F000002615,ST0017,2025-06-01,False,27.38,7.15,105.99,112.08
F000002616,ST0017,2025-06-08,False,31.06,5.61,104.67,112.19
F000002617,ST0017,2025-06-15,False,30.09,3.52,103.04,112.46
F000002618,ST0017,2025-06-22,False,30.33,4.08,105.15,112.1
F000002619,ST0017,2025-06-29,False,32.44,3.29,104.36,112.74
F000002620,ST0017,2025-07-06,False,31.06,5.68,106.07,110.67
F000002621,ST0017,2025-07-13,False,34.35,8.35,104.36,111.44
F000002622,ST0017,2025-07-20,False,32.51,10.01,105.22,111.8
F000002623,ST0017,2025-07-27,False,34.76,10.0,105.91,112.47
F000002624,ST0017,2025-08-03,False,31.33,11.99,105.64,112.68
F000002625,ST0017,2025-08-10,False,35.29,11.12,104.99,113.02
F000002626,ST0017,2025-08-17,False,31.55,12.47,105.77,113.06
F000002627,ST0017,2025-08-24,False,32.79,12.72,105.52,112.18
F000002628,ST0017,2025-08-31,False,35.19,16.29,106.36,111.22
F000002629,ST0017,2025-09-07,False,29.85,16.7,104.92,113.52
F000002630,ST0017,2025-09-14,False,32.9,19.26,104.31,113.14
F000002631,ST0017,2025-09-21,False,26.4,17.22,104.45,112.88
F000002632,ST0017,2025-09-28,False,28.02,15.7,103.73,112.28
F000002633,ST0017,2025-10-05,False,25.01,19.57,105.06,112.7
F000002634,ST0017,2025-10-12,False,27.37,16.02,104.95,111.94
F000002635,ST0017,2025-10-19,False,27.92,16.57,106.48,113.0
F000002636,ST0017,2025-10-26,True,26.39,18.13,107.53,112.04
F000002637,ST0017,2025-11-02,False,25.79,14.33,104.89,113.62
F000002638,ST0017,2025-11-09,False,24.17,13.63,107.05,112.48
F000002639,ST0017,2025-11-16,False,22.39,12.06,103.48,112.57
F000002640,ST0017,2025-11-23,False,23.76,12.41,104.95,113.73
F000002641,ST0017,2025-11-30,False,24.93,9.61,105.72,113.41
F000002642,ST0017,2025-12-07,False,20.71,10.94,106.46,113.36
F000002643,ST0017,2025-12-14,False,20.84,9.15,105.61,113.25
F000002644,ST0017,2025-12-21,False,23.19,10.63,107.27,114.38
F000002645,ST0017,2025-12-28,False,22.6,4.79,106.46,114.61
F000002646,ST0017,2026-01-04,False,21.66,4.99,106.37,114.43
F000002647,ST0017,2026-01-11,False,22.29,7.04,107.48,113.12
F000002648,ST0017,2026-01-18,False,22.5,4.67,105.02,114.94
F000002649,ST0017,2026-01-25,False,19.91,4.4,104.83,115.18
F000002650,ST0017,2026-02-01,False,20.78,5.09,104.74,113.11
F000002651,ST0017,2026-02-08,False,21.32,3.48,107.07,113.57
F000002652,ST0017,2026-02-15,False,20.46,9.9,105.41,115.36
F000002653,ST0018,2023-02-26,False,19.95,4.26,101.16,98.93
F000002654,ST0018,2023-03-05,False,20.33,4.35,98.7,101.13
F000002655,ST0018,2023-03-12,False,23.1,6.47,101.3,100.76
F000002656,ST0018,2023-03-19,False,22.45,6.12,98.41,100.43
F000002657,ST0018,2023-03-26,False,23.23,5.56,98.16,99.76
F000002658,ST0018,2023-04-02,False,23.96,7.05,100.04,99.74
F000002659,ST0018,2023-04-09,False,25.92,3.36,100.67,100.05
F000002660,ST0018,2023-04-16,False,25.67,7.87,99.98,99.55
F000002661,ST0018,2023-04-23,False,23.28,3.97,100.74,101.72
F000002662,ST0018,2023-04-30,False,27.11,7.07,99.24,100.13
F000002663,ST0018,2023-05-07,False,23.9,3.35,100.03,101.5
F000002664,ST0018,2023-05-14,False,26.87,8.17,100.36,99.95
F000002665,ST0018,2023-05-21,False,30.7,8.34,101.46,101.91
F000002666,ST0018,2023-05-28,False,26.79,9.47,102.74,101.26
F000002667,ST0018,2023-06-04,False,28.92,4.83,100.24,100.62
F000002668,ST0018,2023-06-11,False,31.4,3.46,99.68,100.42
F000002669,ST0018,2023-06-18,False,32.14,7.57,100.86,100.76
F000002670,ST0018,2023-06-25,False,35.07,8.98,101.33,101.06
F000002671,ST0018,2023-07-02,False,30.69,4.32,102.34,101.77
F000002672,ST0018,2023-07-09,False,34.28,5.69,98.83,101.3
F000002673,ST0018,2023-07-16,False,34.21,5.95,100.9,102.08
F000002674,ST0018,2023-07-23,False,33.1,9.04,101.22,102.95
F000002675,ST0018,2023-07-30,False,32.57,9.3,100.91,101.12
F000002676,ST0018,2023-08-06,False,32.31,9.71,100.33,102.25
F000002677,ST0018,2023-08-13,False,32.79,11.68,102.73,101.43
F000002678,ST0018,2023-08-20,False,35.43,13.53,101.73,102.38
F000002679,ST0018,2023-08-27,False,34.43,15.93,102.33,103.01
F000002680,ST0018,2023-09-03,False,32.06,14.13,101.2,101.1
F000002681,ST0018,2023-09-10,False,31.59,15.49,101.25,103.44
F000002682,ST0018,2023-09-17,False,31.24,15.28,98.88,102.7
F000002683,ST0018,2023-09-24,False,31.83,20.25,102.11,102.26
F000002684,ST0018,2023-10-01,False,30.3,15.75,102.33,103.16
F000002685,ST0018,2023-10-08,False,27.97,16.94,101.56,102.88
F000002686,ST0018,2023-10-15,False,26.01,16.7,101.47,102.06
F000002687,ST0018,2023-10-22,False,28.21,19.41,102.25,101.84
F000002688,ST0018,2023-10-29,False,25.48,14.73,100.58,102.6
F000002689,ST0018,2023-11-05,False,25.65,14.52,99.89,103.46
F000002690,ST0018,2023-11-12,True,25.74,14.96,102.13,103.47
F000002691,ST0018,2023-11-19,False,23.82,13.01,101.67,105.26
F000002692,ST0018,2023-11-26,False,23.69,12.96,102.19,103.74
F000002693,ST0018,2023-12-03,False,23.87,15.76,99.95,102.94
F000002694,ST0018,2023-12-10,False,23.47,8.24,102.88,103.95
F000002695,ST0018,2023-12-17,False,21.82,9.01,101.42,104.31
F000002696,ST0018,2023-12-24,True,21.45,5.2,103.73,103.53
F000002697,ST0018,2023-12-31,False,20.36,7.41,103.88,105.79
F000002698,ST0018,2024-01-07,False,23.1,5.45,100.04,104.01
F000002699,ST0018,2024-01-14,False,20.33,4.84,100.21,104.32
F000002700,ST0018,2024-01-21,False,21.64,5.78,102.3,104.63
F000002701,ST0018,2024-01-28,False,20.28,5.23,100.92,105.8
F000002702,ST0018,2024-02-04,False,19.22,4.83,102.72,105.99
F000002703,ST0018,2024-02-11,False,20.76,6.68,102.74,105.86
F000002704,ST0018,2024-02-18,False,22.24,4.08,101.16,105.0
F000002705,ST0018,2024-02-25,False,21.99,4.06,102.33,105.68
F000002706,ST0018,2024-03-03,False,23.67,6.06,103.86,104.71
F000002707,ST0018,2024-03-10,False,26.2,3.05,102.88,105.6
F000002708,ST0018,2024-03-17,False,23.18,4.9,102.78,104.34
F000002709,ST0018,2024-03-24,False,25.03,3.6,102.53,106.03
F000002710,ST0018,2024-03-31,False,21.81,6.05,102.59,103.87
F000002711,ST0018,2024-04-07,False,25.03,3.54,101.92,106.76
F000002712,ST0018,2024-04-14,False,25.92,3.39,100.73,106.47
F000002713,ST0018,2024-04-21,False,25.57,3.9,103.51,106.14
F000002714,ST0018,2024-04-28,False,30.17,4.36,102.34,106.61
F000002715,ST0018,2024-05-05,False,29.88,4.94,102.96,105.92
F000002716,ST0018,2024-05-12,False,27.93,3.59,102.41,105.18
F000002717,ST0018,2024-05-19,False,30.57,4.33,102.63,106.07
F000002718,ST0018,2024-05-26,False,29.82,4.23,102.5,106.84
F000002719,ST0018,2024-06-02,False,30.46,3.95,103.15,103.97
F000002720,ST0018,2024-06-09,False,31.01,3.96,100.91,106.74
F000002721,ST0018,2024-06-16,False,30.97,4.76,104.13,105.91
F000002722,ST0018,2024-06-23,False,33.41,7.75,103.92,107.48
F000002723,ST0018,2024-06-30,False,33.17,9.89,101.98,107.27
F000002724,ST0018,2024-07-07,False,31.63,7.13,101.89,107.87
F000002725,ST0018,2024-07-14,False,34.69,7.53,102.27,105.96
F000002726,ST0018,2024-07-21,False,36.0,7.22,102.37,107.04
F000002727,ST0018,2024-07-28,False,33.86,8.92,101.98,108.7
F000002728,ST0018,2024-08-04,True,32.5,10.56,102.67,107.3
F000002729,ST0018,2024-08-11,False,31.3,11.93,102.67,105.97
F000002730,ST0018,2024-08-18,False,33.42,13.96,102.57,107.81
F000002731,ST0018,2024-08-25,False,33.36,18.88,103.53,108.34
F000002732,ST0018,2024-09-01,False,27.47,15.8,104.82,107.2
F000002733,ST0018,2024-09-08,False,31.48,14.89,101.93,107.31
F000002734,ST0018,2024-09-15,False,30.27,19.39,102.92,107.61
F000002735,ST0018,2024-09-22,False,28.6,16.57,104.83,107.03
F000002736,ST0018,2024-09-29,False,28.71,15.58,102.7,108.49
F000002737,ST0018,2024-10-06,False,31.11,18.42,102.44,107.64
F000002738,ST0018,2024-10-13,False,28.49,21.25,102.29,108.01
F000002739,ST0018,2024-10-20,False,26.42,16.76,103.82,109.48
F000002740,ST0018,2024-10-27,False,25.66,15.65,103.29,108.38
F000002741,ST0018,2024-11-03,False,25.03,16.31,105.81,109.26
F000002742,ST0018,2024-11-10,False,23.88,13.28,101.95,108.06
F000002743,ST0018,2024-11-17,False,24.76,12.94,104.33,108.61
F000002744,ST0018,2024-11-24,False,26.45,11.94,104.17,107.83
F000002745,ST0018,2024-12-01,False,24.34,12.46,104.18,108.12
F000002746,ST0018,2024-12-08,False,21.05,9.15,103.33,108.35
F000002747,ST0018,2024-12-15,False,22.5,6.74,102.01,110.42
F000002748,ST0018,2024-12-22,False,21.2,5.06,104.08,109.05
F000002749,ST0018,2024-12-29,False,22.21,5.74,103.83,109.31
F000002750,ST0018,2025-01-05,False,20.29,5.86,105.79,108.9
F000002751,ST0018,2025-01-12,False,19.67,8.05,103.65,109.75
F000002752,ST0018,2025-01-19,False,19.78,4.0,104.78,109.24
F000002753,ST0018,2025-01-26,False,20.58,9.79,105.83,109.72
F000002754,ST0018,2025-02-02,False,19.57,6.38,104.34,110.09
F000002755,ST0018,2025-02-09,False,23.96,6.95,105.25,109.46
F000002756,ST0018,2025-02-16,False,23.98,6.81,105.21,110.7
F000002757,ST0018,2025-02-23,False,22.57,3.09,103.8,110.88
F000002758,ST0018,2025-03-02,True,21.19,3.81,106.36,110.9
F000002759,ST0018,2025-03-09,False,23.33,5.18,103.27,109.98
F000002760,ST0018,2025-03-16,False,22.28,7.49,106.45,109.47
F000002761,ST0018,2025-03-23,False,23.85,4.01,105.25,110.64
F000002762,ST0018,2025-03-30,False,24.29,4.19,106.47,109.98
F000002763,ST0018,2025-04-06,False,26.19,4.51,105.48,108.66
F000002764,ST0018,2025-04-13,False,26.32,3.43,104.65,109.76
F000002765,ST0018,2025-04-20,False,26.17,4.75,105.44,110.42
F000002766,ST0018,2025-04-27,False,28.36,3.86,105.39,110.87
F000002767,ST0018,2025-05-04,False,29.73,3.61,103.46,111.71
F000002768,ST0018,2025-05-11,False,30.9,9.99,105.18,111.43
F000002769,ST0018,2025-05-18,False,32.15,7.66,106.26,111.96
F000002770,ST0018,2025-05-25,False,28.66,7.73,104.83,111.31
F000002771,ST0018,2025-06-01,False,31.4,4.76,105.02,112.26
F000002772,ST0018,2025-06-08,False,31.49,3.3,103.78,111.63
F000002773,ST0018,2025-06-15,False,30.7,3.71,105.69,111.44
F000002774,ST0018,2025-06-22,False,32.3,5.26,106.85,109.95
F000002775,ST0018,2025-06-29,False,30.44,4.42,103.36,112.08
F000002776,ST0018,2025-07-06,False,31.22,4.22,106.77,110.79
F000002777,ST0018,2025-07-13,False,34.07,9.42,105.07,111.26
F000002778,ST0018,2025-07-20,False,31.98,10.9,105.42,112.78
F000002779,ST0018,2025-07-27,False,34.1,8.83,104.23,111.82
F000002780,ST0018,2025-08-03,False,34.37,11.53,104.88,111.91
F000002781,ST0018,2025-08-10,False,35.41,11.09,105.96,111.92
F000002782,ST0018,2025-08-17,False,33.21,14.17,108.61,112.33
F000002783,ST0018,2025-08-24,False,30.01,15.51,105.15,111.85
F000002784,ST0018,2025-08-31,False,29.98,15.25,105.22,112.25
F000002785,ST0018,2025-09-07,False,33.27,15.63,106.2,113.44
F000002786,ST0018,2025-09-14,False,31.24,15.35,105.58,111.89
F000002787,ST0018,2025-09-21,False,28.85,16.3,107.63,112.98
F000002788,ST0018,2025-09-28,False,28.66,15.96,106.13,112.91
F000002789,ST0018,2025-10-05,False,26.75,15.82,106.44,112.51
F000002790,ST0018,2025-10-12,False,27.23,15.67,105.22,112.45
F000002791,ST0018,2025-10-19,False,27.56,17.04,106.92,112.57
F000002792,ST0018,2025-10-26,False,26.86,14.97,105.38,113.18
F000002793,ST0018,2025-11-02,False,26.89,16.07,106.68,114.07
F000002794,ST0018,2025-11-09,False,24.98,13.44,106.52,113.07
F000002795,ST0018,2025-11-16,False,23.86,13.16,107.04,113.79
F000002796,ST0018,2025-11-23,False,23.83,11.35,104.66,114.45
F000002797,ST0018,2025-11-30,True,20.63,9.84,107.77,113.61
F000002798,ST0018,2025-12-07,False,20.92,15.17,105.56,113.32
F000002799,ST0018,2025-12-14,False,18.95,6.75,105.51,113.89
F000002800,ST0018,2025-12-21,False,21.16,5.8,106.87,113.28
F000002801,ST0018,2025-12-28,False,24.09,7.7,106.31,113.91
F000002802,ST0018,2026-01-04,True,23.04,3.5,107.94,114.16
F000002803,ST0018,2026-01-11,False,22.3,4.43,107.27,114.18
F000002804,ST0018,2026-01-18,False,21.63,4.2,106.23,113.56
F000002805,ST0018,2026-01-25,False,20.46,3.48,106.26,114.55
F000002806,ST0018,2026-02-01,False,20.88,4.27,105.33,115.01
F000002807,ST0018,2026-02-08,True,22.62,6.34,106.25,115.01
F000002808,ST0018,2026-02-15,True,21.25,6.34,108.96,114.24
F000002809,ST0019,2023-02-26,False,21.54,4.11,99.37,100.42
F000002810,ST0019,2023-03-05,False,22.91,7.22,100.81,99.88
F000002811,ST0019,2023-03-12,False,23.41,6.86,100.32,98.57
F000002812,ST0019,2023-03-19,False,21.92,4.73,101.04,100.21
F000002813,ST0019,2023-03-26,False,24.94,4.76,99.96,99.52
F000002814,ST0019,2023-04-02,False,23.58,3.92,103.96,100.51
F000002815,ST0019,2023-04-09,False,25.45,11.08,99.36,100.03
F000002816,ST0019,2023-04-16,True,27.28,4.51,104.26,100.57
F000002817,ST0019,2023-04-23,False,24.42,3.87,99.09,100.76
F000002818,ST0019,2023-04-30,True,25.56,7.42,101.52,102.05
F000002819,ST0019,2023-05-07,True,31.05,4.95,104.13,101.0
F000002820,ST0019,2023-05-14,True,28.13,8.51,101.21,100.89
F000002821,ST0019,2023-05-21,False,28.37,6.2,99.18,102.55
