customer_id,signup_date,city,state,segment
CUST001741,2024-02-04,Durgapur,West Bengal,Premium
CUST001742,2024-01-24,Salem,Tamil Nadu,Premium
CUST001743,2023-10-11,Thiruvananthapuram,Kerala,Mainstream
CUST001744,2023-04-09,Gurugram,Haryana,Value
CUST001745,2023-11-13,Saket,Delhi,Mainstream
CUST001746,2023-12-16,Lucknow,Uttar Pradesh,Mainstream
CUST001747,2023-04-15,Dibrugarh,Assam,Mainstream
CUST001748,2024-01-22,Durgapur,West Bengal,Mainstream
CUST001749,2023-04-17,Cuttack,Odisha,Mainstream
CUST001750,2023-11-28,Chandigarh,Punjab,Mainstream
CUST001751,2023-03-08,Durgapur,West Bengal,Premium
CUST001752,2023-11-24,Kozhikode,Kerala,Premium
CUST001753,2023-12-22,Guwahati,Assam,Mainstream
CUST001754,2023-04-27,Dwarka,Delhi,Health-focused
CUST001755,2023-10-12,Howrah,West Bengal,Value
CUST001756,2023-12-17,Chandigarh,Punjab,Value
CUST001757,2023-07-07,Surat,Gujarat,Value
CUST001758,2023-11-12,Bengaluru,Karnataka,Health-focused
CUST001759,2023-05-24,Gwalior,Madhya Pradesh,Health-focused
CUST001760,2023-07-29,Rourkela,Odisha,Value
CUST001761,2023-10-11,Mangaluru,Karnataka,Mainstream
CUST001762,2023-08-05,Nizamabad,Telangana,Mainstream
CUST001763,2023-06-13,Panipat,Haryana,Mainstream
CUST001764,2023-06-02,New Delhi,Delhi,Value
CUST001765,2023-06-16,Warangal,Telangana,Premium
CUST001766,2023-12-25,Nizamabad,Telangana,Mainstream
CUST001767,2024-01-10,Faridabad,Haryana,Value
CUST001768,2023-07-09,Bhubaneswar,Odisha,Mainstream
CUST001769,2023-09-18,Kozhikode,Kerala,Health-focused
CUST001770,2024-02-07,Patna,Bihar,Health-focused
CUST001771,2023-06-10,Rourkela,Odisha,Value
CUST001772,2024-02-17,Madurai,Tamil Nadu,Health-focused
CUST001773,2024-01-23,Vadodara,Gujarat,Mainstream
CUST001774,2023-08-06,Durgapur,West Bengal,Premium
CUST001775,2024-01-01,Cuttack,Odisha,Value
CUST001776,2023-11-25,Lucknow,Uttar Pradesh,Value
CUST001777,2024-01-19,Saket,Delhi,Value
CUST001778,2023-07-15,Madurai,Tamil Nadu,Health-focused
CUST001779,2023-04-17,Hyderabad,Telangana,Value
CUST001780,2023-04-20,Kochi,Kerala,Value
CUST001781,2023-08-01,Dwarka,Delhi,Mainstream
CUST001782,2024-02-19,Guwahati,Assam,Mainstream
CUST001783,2023-03-22,Gwalior,Madhya Pradesh,Mainstream
CUST001784,2023-09-13,Siliguri,West Bengal,Health-focused
CUST001785,2024-02-08,Siliguri,West Bengal,Premium
CUST001786,2023-07-08,Thiruvananthapuram,Kerala,Mainstream
CUST001787,2023-05-10,Pune,Maharashtra,Mainstream
CUST001788,2023-03-25,Kozhikode,Kerala,Mainstream
CUST001789,2024-02-08,Panipat,Haryana,Premium
CUST001790,2023-10-08,Rourkela,Odisha,Mainstream
CUST001791,2023-07-17,Faridabad,Haryana,Mainstream
CUST001792,2023-06-23,Rourkela,Odisha,Health-focused
CUST001793,2023-09-22,Bhopal,Madhya Pradesh,Health-focused
CUST001794,2023-04-06,Chandigarh,Punjab,Mainstream
CUST001795,2023-03-27,Lucknow,Uttar Pradesh,Value
CUST001796,2023-11-05,Madurai,Tamil Nadu,Mainstream
CUST001797,2023-05-06,Nashik,Maharashtra,Mainstream
CUST001798,2024-02-07,Dibrugarh,Assam,Mainstream
CUST001799,2023-06-03,Saket,Delhi,Value
CUST001800,2023-08-21,Nashik,Maharashtra,Mainstream
CUST001801,2023-05-23,Lucknow,Uttar Pradesh,Mainstream
CUST001802,2023-05-05,Noida,Uttar Pradesh,Value
CUST001803,2023-09-08,Gurugram,Haryana,Mainstream
CUST001804,2023-08-18,Siliguri,West Bengal,Health-focused
CUST001805,2023-10-31,Lucknow,Uttar Pradesh,Value
CUST001806,2024-01-15,Gwalior,Madhya Pradesh,Value
CUST001807,2024-01-21,Kochi,Kerala,Health-focused
CUST001808,2023-11-02,Hubballi,Karnataka,Premium
CUST001809,2023-10-19,Mangaluru,Karnataka,Value
CUST001810,2023-02-28,Amritsar,Punjab,Value
CUST001811,2023-08-26,Panipat,Haryana,Value
CUST001812,2023-06-07,Mumbai,Maharashtra,Mainstream
CUST001813,2023-11-02,Coimbatore,Tamil Nadu,Mainstream
CUST001814,2023-07-04,Pune,Maharashtra,Premium
CUST001815,2023-07-29,Varanasi,Uttar Pradesh,Value
CUST001816,2023-11-27,Faridabad,Haryana,Premium
CUST001817,2024-01-28,Jaipur,Rajasthan,Health-focused
CUST001818,2023-10-06,Patna,Bihar,Value
CUST001819,2024-02-24,Nagpur,Maharashtra,Premium
CUST001820,2023-03-18,Ahmedabad,Gujarat,Value
CUST001821,2023-08-14,Warangal,Telangana,Mainstream
CUST001822,2023-10-29,Mysuru,Karnataka,Mainstream
CUST001823,2023-12-04,Jaipur,Rajasthan,Mainstream
CUST001824,2023-08-11,Silchar,Assam,Mainstream
CUST001825,2023-09-13,Kozhikode,Kerala,Mainstream
CUST001826,2023-03-08,Hyderabad,Telangana,Health-focused
CUST001827,2023-03-04,Hyderabad,Telangana,Value
CUST001828,2023-08-20,Lucknow,Uttar Pradesh,Mainstream
CUST001829,2023-10-06,Rourkela,Odisha,Mainstream
CUST001830,2023-04-09,Dibrugarh,Assam,Value
CUST001831,2023-11-14,Bhubaneswar,Odisha,Mainstream
CUST001832,2023-04-25,Howrah,West Bengal,Value
CUST001833,2023-10-03,Jodhpur,Rajasthan,Mainstream
CUST001834,2023-04-19,Rajkot,Gujarat,Mainstream
CUST001835,2023-12-25,Howrah,West Bengal,Health-focused
CUST001836,2023-09-19,Hyderabad,Telangana,Value
CUST001837,2023-05-11,Mangaluru,Karnataka,Health-focused
CUST001838,2023-04-13,Bhubaneswar,Odisha,Mainstream
CUST001839,2023-08-01,Hubballi,Karnataka,Mainstream
CUST001840,2023-10-29,Noida,Uttar Pradesh,Value
CUST001841,2023-07-31,Hubballi,Karnataka,Mainstream
CUST001842,2023-08-24,Rohini,Delhi,Value
CUST001843,2023-03-22,Bhubaneswar,Odisha,Value
CUST001844,2024-01-30,Kolkata,West Bengal,Value
CUST001845,2023-07-19,Ludhiana,Punjab,Value
CUST001846,2023-11-04,Saket,Delhi,Value
CUST001847,2023-04-16,Faridabad,Haryana,Value
CUST001848,2023-08-30,Pune,Maharashtra,Value
CUST001849,2023-06-13,Gurugram,Haryana,Mainstream
CUST001850,2023-05-03,Kochi,Kerala,Premium
CUST001851,2024-01-27,New Delhi,Delhi,Mainstream
CUST001852,2023-04-17,Surat,Gujarat,Mainstream
CUST001853,2023-10-26,Madurai,Tamil Nadu,Value
CUST001854,2023-06-04,Surat,Gujarat,Value
CUST001855,2023-12-09,Rourkela,Odisha,Mainstream
CUST001856,2023-04-27,Faridabad,Haryana,Mainstream
CUST001857,2023-11-21,Bhubaneswar,Odisha,Mainstream
CUST001858,2024-02-17,Pune,Maharashtra,Mainstream
CUST001859,2023-12-12,Warangal,Telangana,Value
CUST001860,2023-09-17,Mysuru,Karnataka,Mainstream
CUST001861,2023-11-15,Silchar,Assam,Mainstream
CUST001862,2023-11-13,Coimbatore,Tamil Nadu,Mainstream
CUST001863,2023-09-19,Kozhikode,Kerala,Premium
CUST001864,2023-05-18,Jodhpur,Rajasthan,Value
CUST001865,2023-11-15,Ahmedabad,Gujarat,Premium
CUST001866,2023-11-21,Bhagalpur,Bihar,Mainstream
CUST001867,2023-07-27,Udaipur,Rajasthan,Premium
CUST001868,2023-03-21,Jaipur,Rajasthan,Value
CUST001869,2023-05-12,Kanpur,Uttar Pradesh,Value
CUST001870,2023-03-24,Jodhpur,Rajasthan,Value
CUST001871,2023-02-26,Noida,Uttar Pradesh,Mainstream
CUST001872,2023-09-02,Panipat,Haryana,Mainstream
CUST001873,2023-12-04,Chandigarh,Punjab,Health-focused
CUST001874,2024-01-05,Jodhpur,Rajasthan,Mainstream
CUST001875,2024-01-12,Gwalior,Madhya Pradesh,Health-focused
CUST001876,2023-07-19,Nagpur,Maharashtra,Value
CUST001877,2023-11-28,Siliguri,West Bengal,Health-focused
CUST001878,2023-07-07,Saket,Delhi,Health-focused
CUST001879,2023-07-13,Rajkot,Gujarat,Value
CUST001880,2023-06-24,Rajkot,Gujarat,Value
CUST001881,2023-10-29,Cuttack,Odisha,Value
CUST001882,2023-05-31,Salem,Tamil Nadu,Value
CUST001883,2023-05-29,Howrah,West Bengal,Mainstream
CUST001884,2023-05-27,Bhopal,Madhya Pradesh,Value
CUST001885,2023-04-02,Kozhikode,Kerala,Mainstream
CUST001886,2023-10-16,Hyderabad,Telangana,Mainstream
CUST001887,2023-05-07,Kochi,Kerala,Mainstream
CUST001888,2023-03-08,Mumbai,Maharashtra,Value
CUST001889,2024-01-21,New Delhi,Delhi,Premium
CUST001890,2023-04-09,Mysuru,Karnataka,Value
CUST001891,2023-12-30,Jodhpur,Rajasthan,Health-focused
CUST001892,2023-04-21,Mumbai,Maharashtra,Health-focused
CUST001893,2023-10-29,Chandigarh,Punjab,Value
CUST001894,2023-10-29,Patna,Bihar,Value
CUST001895,2024-02-15,Hyderabad,Telangana,Value
CUST001896,2023-03-20,Jaipur,Rajasthan,Value
CUST001897,2023-09-26,Rohini,Delhi,Value
CUST001898,2023-03-10,Hyderabad,Telangana,Health-focused
CUST001899,2023-08-25,Varanasi,Uttar Pradesh,Value
CUST001900,2024-02-11,Indore,Madhya Pradesh,Health-focused
CUST001901,2023-04-24,Kozhikode,Kerala,Premium
CUST001902,2023-06-20,Guwahati,Assam,Health-focused
CUST001903,2024-01-07,Rohini,Delhi,Value
CUST001904,2023-04-10,Chandigarh,Punjab,Value
CUST001905,2023-11-24,Mysuru,Karnataka,Value
CUST001906,2023-05-13,Ludhiana,Punjab,Mainstream
CUST001907,2023-04-20,Gwalior,Madhya Pradesh,Value
CUST001908,2023-07-11,Kota,Rajasthan,Mainstream
CUST001909,2023-05-13,Chennai,Tamil Nadu,Premium
CUST001910,2023-10-12,Warangal,Telangana,Value
CUST001911,2023-10-02,Guwahati,Assam,Value
CUST001912,2023-05-02,Jodhpur,Rajasthan,Value
CUST001913,2023-11-06,Durgapur,West Bengal,Value
CUST001914,2023-09-25,Cuttack,Odisha,Mainstream
CUST001915,2024-01-26,Ludhiana,Punjab,Premium
CUST001916,2023-11-07,Varanasi,Uttar Pradesh,Mainstream
CUST001917,2023-06-23,Silchar,Assam,Mainstream
CUST001918,2023-09-29,Kochi,Kerala,Mainstream
CUST001919,2023-02-27,Lucknow,Uttar Pradesh,Value
CUST001920,2023-10-26,Ahmedabad,Gujarat,Value
CUST001921,2023-08-23,Hyderabad,Telangana,Value
CUST001922,2023-05-10,Gurugram,Haryana,Value
CUST001923,2023-06-20,Bhubaneswar,Odisha,Value
CUST001924,2024-02-17,Mysuru,Karnataka,Value
CUST001925,2024-02-17,Warangal,Telangana,Mainstream
CUST001926,2023-04-21,Cuttack,Odisha,Value
CUST001927,2023-05-17,Salem,Tamil Nadu,Premium
CUST001928,2023-04-07,Pune,Maharashtra,Value
CUST001929,2023-09-27,Lucknow,Uttar Pradesh,Value
CUST001930,2023-05-08,Hyderabad,Telangana,Mainstream
CUST001931,2023-08-17,Jabalpur,Madhya Pradesh,Mainstream
CUST001932,2023-07-22,Bhagalpur,Bihar,Mainstream
CUST001933,2024-01-20,Dwarka,Delhi,Value
CUST001934,2023-03-03,Mysuru,Karnataka,Mainstream
CUST001935,2023-10-16,Thiruvananthapuram,Kerala,Mainstream
CUST001936,2023-09-30,Udaipur,Rajasthan,Mainstream
CUST001937,2023-11-20,Siliguri,West Bengal,Health-focused
CUST001938,2023-09-19,Kochi,Kerala,Mainstream
CUST001939,2023-12-09,Mysuru,Karnataka,Value
CUST001940,2024-01-26,Salem,Tamil Nadu,Mainstream
CUST001941,2023-09-04,Thiruvananthapuram,Kerala,Value
CUST001942,2023-04-20,Bhubaneswar,Odisha,Value
CUST001943,2023-08-16,Madurai,Tamil Nadu,Mainstream
CUST001944,2023-11-30,Pune,Maharashtra,Value
CUST001945,2023-03-03,New Delhi,Delhi,Value
CUST001946,2024-01-18,Indore,Madhya Pradesh,Mainstream
CUST001947,2023-12-14,Mysuru,Karnataka,Value
CUST001948,2023-08-06,Hubballi,Karnataka,Value
CUST001949,2023-08-27,Madurai,Tamil Nadu,Value
CUST001950,2023-08-06,Jabalpur,Madhya Pradesh,Mainstream
CUST001951,2023-05-03,Kozhikode,Kerala,Value
CUST001952,2023-11-10,Rohini,Delhi,Mainstream
CUST001953,2023-09-09,Dwarka,Delhi,Value
CUST001954,2023-03-17,Silchar,Assam,Premium
CUST001955,2023-10-21,Indore,Madhya Pradesh,Value
CUST001956,2023-06-24,Chennai,Tamil Nadu,Health-focused
CUST001957,2023-05-19,Surat,Gujarat,Premium
CUST001958,2023-08-18,Jalandhar,Punjab,Premium
CUST001959,2023-10-04,Gwalior,Madhya Pradesh,Mainstream
CUST001960,2024-01-04,Hubballi,Karnataka,Value
CUST001961,2023-11-07,Coimbatore,Tamil Nadu,Mainstream
CUST001962,2023-08-03,New Delhi,Delhi,Value
CUST001963,2023-08-05,Salem,Tamil Nadu,Value
CUST001964,2023-07-19,Siliguri,West Bengal,Value
CUST001965,2023-05-28,Faridabad,Haryana,Value
CUST001966,2023-07-07,Gaya,Bihar,Health-focused
CUST001967,2023-04-30,Bhagalpur,Bihar,Health-focused
CUST001968,2023-07-22,Guwahati,Assam,Value
CUST001969,2024-02-09,Thiruvananthapuram,Kerala,Premium
CUST001970,2024-01-11,Warangal,Telangana,Value
CUST001971,2023-09-25,Amritsar,Punjab,Value
CUST001972,2024-02-10,Gaya,Bihar,Premium
CUST001973,2023-07-01,Bengaluru,Karnataka,Mainstream
CUST001974,2023-07-24,Pune,Maharashtra,Premium
CUST001975,2023-04-04,Kochi,Kerala,Mainstream
CUST001976,2024-02-03,Varanasi,Uttar Pradesh,Premium
CUST001977,2024-01-20,Madurai,Tamil Nadu,Mainstream
CUST001978,2023-04-22,Patna,Bihar,Value
CUST001979,2023-08-13,Thiruvananthapuram,Kerala,Value
CUST001980,2024-01-01,Madurai,Tamil Nadu,Value
CUST001981,2023-10-27,Guwahati,Assam,Mainstream
CUST001982,2023-12-02,Rohini,Delhi,Mainstream
CUST001983,2023-06-15,Warangal,Telangana,Value
CUST001984,2023-09-08,Chandigarh,Punjab,Health-focused
CUST001985,2023-10-26,Mangaluru,Karnataka,Premium
CUST001986,2023-03-09,Ahmedabad,Gujarat,Value
CUST001987,2023-05-27,Cuttack,Odisha,Value
CUST001988,2023-09-21,Coimbatore,Tamil Nadu,Value
CUST001989,2023-10-15,Madurai,Tamil Nadu,Premium
CUST001990,2023-07-08,Rourkela,Odisha,Value
CUST001991,2023-10-03,Kolkata,West Bengal,Value
CUST001992,2023-08-23,Amritsar,Punjab,Value
CUST001993,2024-02-13,Cuttack,Odisha,Mainstream
CUST001994,2024-02-15,Durgapur,West Bengal,Value
CUST001995,2023-12-28,Kochi,Kerala,Mainstream
CUST001996,2023-12-19,Ahmedabad,Gujarat,Mainstream
CUST001997,2023-08-07,Warangal,Telangana,Mainstream
CUST001998,2023-05-12,Pune,Maharashtra,Premium
CUST001999,2024-02-06,Dibrugarh,Assam,Value
CUST002000,2023-02-27,Cuttack,Odisha,Mainstream
CUST002001,2024-01-19,Patna,Bihar,Mainstream
CUST002002,2023-06-02,New Delhi,Delhi,Value
CUST002003,2023-05-22,Rourkela,Odisha,Mainstream
CUST002004,2023-06-03,Kochi,Kerala,Value
CUST002005,2023-03-06,Nagpur,Maharashtra,Premium
CUST002006,2023-04-30,Gwalior,Madhya Pradesh,Mainstream
CUST002007,2023-09-25,Silchar,Assam,Health-focused
CUST002008,2023-11-30,Cuttack,Odisha,Value
CUST002009,2023-08-16,Rourkela,Odisha,Health-focused
CUST002010,2023-09-05,Dwarka,Delhi,Mainstream
CUST002011,2023-09-09,Howrah,West Bengal,Mainstream
CUST002012,2024-02-20,Jabalpur,Madhya Pradesh,Mainstream
CUST002013,2023-04-20,New Delhi,Delhi,Premium
CUST002014,2023-09-24,Chennai,Tamil Nadu,Mainstream
CUST002015,2024-01-11,Saket,Delhi,Mainstream
CUST002016,2023-03-14,Saket,Delhi,Mainstream
CUST002017,2023-10-16,Jabalpur,Madhya Pradesh,Value
CUST002018,2023-10-24,Kochi,Kerala,Value
CUST002019,2023-10-21,Rohini,Delhi,Health-focused
CUST002020,2023-09-16,Rourkela,Odisha,Mainstream
CUST002021,2023-11-12,Nagpur,Maharashtra,Premium
CUST002022,2023-07-11,Gwalior,Madhya Pradesh,Premium
CUST002023,2023-02-28,Jabalpur,Madhya Pradesh,Mainstream
CUST002024,2023-05-15,Bhubaneswar,Odisha,Value
CUST002025,2023-12-30,Panipat,Haryana,Premium
CUST002026,2023-12-15,Amritsar,Punjab,Value
CUST002027,2023-09-14,Bhubaneswar,Odisha,Mainstream
CUST002028,2023-12-18,Rajkot,Gujarat,Premium
CUST002029,2023-09-13,Bhubaneswar,Odisha,Health-focused
CUST002030,2023-11-17,Durgapur,West Bengal,Health-focused
CUST002031,2024-02-24,Durgapur,West Bengal,Value
CUST002032,2023-12-18,Nizamabad,Telangana,Value
CUST002033,2023-12-06,Kozhikode,Kerala,Health-focused
CUST002034,2023-04-14,Siliguri,West Bengal,Value
CUST002035,2023-12-26,Nashik,Maharashtra,Value
CUST002036,2023-12-01,Hyderabad,Telangana,Mainstream
CUST002037,2023-05-03,Salem,Tamil Nadu,Value
CUST002038,2023-08-28,Bhagalpur,Bihar,Mainstream
CUST002039,2023-06-19,Howrah,West Bengal,Mainstream
CUST002040,2023-07-01,Indore,Madhya Pradesh,Mainstream
CUST002041,2023-07-16,Thiruvananthapuram,Kerala,Mainstream
CUST002042,2024-01-18,Coimbatore,Tamil Nadu,Mainstream
CUST002043,2023-12-28,New Delhi,Delhi,Mainstream
CUST002044,2023-07-10,New Delhi,Delhi,Value
CUST002045,2023-08-30,Kolkata,West Bengal,Value
CUST002046,2023-03-09,Rajkot,Gujarat,Value
CUST002047,2024-01-12,Bhubaneswar,Odisha,Mainstream
CUST002048,2023-09-06,Coimbatore,Tamil Nadu,Mainstream
CUST002049,2023-05-29,Jalandhar,Punjab,Premium
CUST002050,2024-01-29,Bhopal,Madhya Pradesh,Health-focused
CUST002051,2023-08-22,Bengaluru,Karnataka,Health-focused
CUST002052,2023-02-28,Silchar,Assam,Mainstream
CUST002053,2023-06-04,Siliguri,West Bengal,Health-focused
CUST002054,2023-05-15,Mumbai,Maharashtra,Mainstream
CUST002055,2023-06-17,Vadodara,Gujarat,Value
CUST002056,2023-04-09,Nagpur,Maharashtra,Value
CUST002057,2023-06-08,Warangal,Telangana,Value
CUST002058,2024-01-25,Madurai,Tamil Nadu,Mainstream
CUST002059,2023-11-06,Jabalpur,Madhya Pradesh,Mainstream
CUST002060,2023-06-04,Rourkela,Odisha,Health-focused
CUST002061,2023-07-19,Jodhpur,Rajasthan,Value
CUST002062,2023-12-23,Kochi,Kerala,Mainstream
CUST002063,2023-11-02,Indore,Madhya Pradesh,Premium
CUST002064,2023-07-15,Cuttack,Odisha,Mainstream
CUST002065,2023-10-03,Chandigarh,Punjab,Mainstream
CUST002066,2024-01-15,Vadodara,Gujarat,Value
CUST002067,2023-03-15,Salem,Tamil Nadu,Value
CUST002068,2024-01-22,Kota,Rajasthan,Value
CUST002069,2023-05-29,Faridabad,Haryana,Value
CUST002070,2023-08-28,Jalandhar,Punjab,Premium
CUST002071,2023-09-04,Lucknow,Uttar Pradesh,Value
CUST002072,2023-04-29,Gurugram,Haryana,Premium
CUST002073,2023-08-13,Nagpur,Maharashtra,Mainstream
CUST002074,2023-08-09,Rajkot,Gujarat,Mainstream
CUST002075,2023-12-31,Lucknow,Uttar Pradesh,Value
CUST002076,2023-07-18,Surat,Gujarat,Value
CUST002077,2023-10-06,Salem,Tamil Nadu,Mainstream
CUST002078,2023-03-23,Amritsar,Punjab,Value
CUST002079,2023-07-16,Dibrugarh,Assam,Value
CUST002080,2023-05-24,Bhubaneswar,Odisha,Value
CUST002081,2023-03-08,Jalandhar,Punjab,Value
CUST002082,2023-12-17,Bhopal,Madhya Pradesh,Mainstream
CUST002083,2023-09-20,Nashik,Maharashtra,Value
CUST002084,2023-03-06,Bengaluru,Karnataka,Value
CUST002085,2023-09-26,Salem,Tamil Nadu,Value
CUST002086,2023-08-22,Gwalior,Madhya Pradesh,Value
CUST002087,2023-08-05,Kochi,Kerala,Mainstream
CUST002088,2023-07-28,Silchar,Assam,Value
CUST002089,2023-04-29,Gaya,Bihar,Premium
CUST002090,2023-06-20,Panipat,Haryana,Value
CUST002091,2023-08-10,Bengaluru,Karnataka,Value
CUST002092,2023-06-03,Bhubaneswar,Odisha,Value
CUST002093,2024-02-13,Panipat,Haryana,Health-focused
CUST002094,2023-03-20,Mangaluru,Karnataka,Premium
CUST002095,2023-04-05,New Delhi,Delhi,Health-focused
CUST002096,2023-09-08,Udaipur,Rajasthan,Mainstream
CUST002097,2023-12-21,Jodhpur,Rajasthan,Health-focused
CUST002098,2023-05-12,Patna,Bihar,Value
CUST002099,2023-04-29,Rourkela,Odisha,Mainstream
CUST002100,2023-07-19,Varanasi,Uttar Pradesh,Mainstream
CUST002101,2023-07-11,Jalandhar,Punjab,Value
CUST002102,2023-06-30,Bhopal,Madhya Pradesh,Value
CUST002103,2023-11-06,Ahmedabad,Gujarat,Value
CUST002104,2023-06-16,Mysuru,Karnataka,Value
CUST002105,2023-04-20,Gaya,Bihar,Value
CUST002106,2023-11-23,Ludhiana,Punjab,Premium
CUST002107,2024-01-27,Amritsar,Punjab,Mainstream
CUST002108,2023-05-03,Nizamabad,Telangana,Value
CUST002109,2023-10-15,Kanpur,Uttar Pradesh,Value
CUST002110,2023-07-18,Rajkot,Gujarat,Value
CUST002111,2023-12-18,Bhubaneswar,Odisha,Mainstream
CUST002112,2023-04-21,Dwarka,Delhi,Mainstream
CUST002113,2023-10-19,Dwarka,Delhi,Value
CUST002114,2024-01-30,Siliguri,West Bengal,Value
CUST002115,2023-12-04,Gaya,Bihar,Value
CUST002116,2023-05-14,Madurai,Tamil Nadu,Mainstream
CUST002117,2023-08-15,Kozhikode,Kerala,Mainstream
CUST002118,2023-04-17,Hubballi,Karnataka,Value
CUST002119,2023-09-30,Hubballi,Karnataka,Mainstream
CUST002120,2023-05-27,Vadodara,Gujarat,Value
CUST002121,2023-04-22,Kota,Rajasthan,Mainstream
CUST002122,2023-06-18,Mysuru,Karnataka,Health-focused
CUST002123,2023-12-17,New Delhi,Delhi,Premium
CUST002124,2023-04-18,Jodhpur,Rajasthan,Value
CUST002125,2024-02-19,Jodhpur,Rajasthan,Premium
CUST002126,2023-06-18,Thiruvananthapuram,Kerala,Value
CUST002127,2023-06-10,Kota,Rajasthan,Value
CUST002128,2023-12-28,Panipat,Haryana,Value
CUST002129,2023-11-10,Bhopal,Madhya Pradesh,Value
CUST002130,2024-02-13,Silchar,Assam,Value
CUST002131,2023-04-02,Noida,Uttar Pradesh,Value
CUST002132,2023-10-17,Howrah,West Bengal,Value
CUST002133,2023-10-03,Hyderabad,Telangana,Mainstream
CUST002134,2023-07-11,Chandigarh,Punjab,Value
CUST002135,2023-03-02,Coimbatore,Tamil Nadu,Mainstream
CUST002136,2023-11-03,Faridabad,Haryana,Mainstream
CUST002137,2023-03-06,Varanasi,Uttar Pradesh,Value
CUST002138,2023-05-22,Indore,Madhya Pradesh,Mainstream
CUST002139,2023-08-16,Hyderabad,Telangana,Value
CUST002140,2023-12-02,Gaya,Bihar,Mainstream
CUST002141,2023-10-18,Kota,Rajasthan,Value
CUST002142,2023-08-15,Nagpur,Maharashtra,Value
CUST002143,2023-11-18,Guwahati,Assam,Value
CUST002144,2023-06-18,Pune,Maharashtra,Health-focused
CUST002145,2023-07-01,Warangal,Telangana,Mainstream
CUST002146,2023-04-12,Cuttack,Odisha,Value
CUST002147,2023-07-16,Rajkot,Gujarat,Mainstream
CUST002148,2024-02-08,Bhagalpur,Bihar,Value
CUST002149,2023-09-27,Faridabad,Haryana,Value
CUST002150,2023-12-19,Udaipur,Rajasthan,Value
CUST002151,2023-10-16,Chandigarh,Punjab,Mainstream
CUST002152,2023-03-02,Faridabad,Haryana,Value
CUST002153,2024-02-09,Silchar,Assam,Value
CUST002154,2024-01-11,Nizamabad,Telangana,Health-focused
CUST002155,2023-03-31,Siliguri,West Bengal,Mainstream
CUST002156,2023-06-17,Bhopal,Madhya Pradesh,Mainstream
CUST002157,2023-08-01,Bhopal,Madhya Pradesh,Value
CUST002158,2023-02-26,Nashik,Maharashtra,Value
CUST002159,2023-07-21,Mangaluru,Karnataka,Value
CUST002160,2023-05-10,Hyderabad,Telangana,Mainstream
CUST002161,2023-04-08,Rajkot,Gujarat,Mainstream
CUST002162,2023-08-26,Indore,Madhya Pradesh,Value
CUST002163,2023-04-17,Varanasi,Uttar Pradesh,Mainstream
CUST002164,2023-05-25,Udaipur,Rajasthan,Mainstream
CUST002165,2023-12-19,Rourkela,Odisha,Premium
CUST002166,2023-07-04,Nizamabad,Telangana,Premium
CUST002167,2023-07-30,Warangal,Telangana,Mainstream
CUST002168,2024-01-13,Bhopal,Madhya Pradesh,Value
CUST002169,2023-10-07,Bhagalpur,Bihar,Value
CUST002170,2024-02-16,Dwarka,Delhi,Mainstream
CUST002171,2023-10-02,Amritsar,Punjab,Mainstream
CUST002172,2023-10-20,Gaya,Bihar,Health-focused
CUST002173,2023-09-29,Mumbai,Maharashtra,Health-focused
CUST002174,2023-07-30,Coimbatore,Tamil Nadu,Mainstream
CUST002175,2023-12-01,Kanpur,Uttar Pradesh,Value
CUST002176,2023-09-15,Bhopal,Madhya Pradesh,Premium
CUST002177,2023-10-20,Warangal,Telangana,Mainstream
CUST002178,2023-07-14,Patna,Bihar,Value
CUST002179,2023-07-24,Rohini,Delhi,Mainstream
CUST002180,2023-03-29,Silchar,Assam,Value
CUST002181,2023-11-17,New Delhi,Delhi,Mainstream
CUST002182,2023-11-06,Nizamabad,Telangana,Mainstream
CUST002183,2024-01-19,Hyderabad,Telangana,Premium
CUST002184,2023-03-01,Warangal,Telangana,Mainstream
CUST002185,2023-04-25,Silchar,Assam,Mainstream
CUST002186,2023-04-28,Chennai,Tamil Nadu,Value
CUST002187,2023-10-26,Dwarka,Delhi,Value
CUST002188,2023-04-29,Nashik,Maharashtra,Value
CUST002189,2023-05-31,Jabalpur,Madhya Pradesh,Mainstream
CUST002190,2024-02-09,Kanpur,Uttar Pradesh,Premium
CUST002191,2023-10-05,Bhagalpur,Bihar,Mainstream
CUST002192,2023-05-09,Nizamabad,Telangana,Value
CUST002193,2024-02-19,Noida,Uttar Pradesh,Mainstream
CUST002194,2023-07-24,Rajkot,Gujarat,Mainstream
CUST002195,2023-07-16,Saket,Delhi,Value
CUST002196,2023-04-21,Thiruvananthapuram,Kerala,Mainstream
CUST002197,2023-05-12,Gaya,Bihar,Premium
CUST002198,2023-12-11,Nagpur,Maharashtra,Mainstream
CUST002199,2023-03-15,Kochi,Kerala,Mainstream
CUST002200,2023-08-26,Patna,Bihar,Health-focused
CUST002201,2023-10-18,Warangal,Telangana,Premium
CUST002202,2023-08-28,Jaipur,Rajasthan,Health-focused
CUST002203,2023-11-21,Vadodara,Gujarat,Health-focused
CUST002204,2024-01-27,Kozhikode,Kerala,Value
CUST002205,2023-12-11,Warangal,Telangana,Mainstream
CUST002206,2023-05-08,Jalandhar,Punjab,Mainstream
CUST002207,2023-04-01,Udaipur,Rajasthan,Health-focused
CUST002208,2024-01-02,Dibrugarh,Assam,Health-focused
